"id","title","institution","grant_type","coinvestigators","subpanel","budget","duration"
"2011/01/B/ST10/04020","Przemiany ekosystemów wodno-bagiennych i ekspansja roślinności antropogenicznej na terenie Gdańska od V do VII wieku w oparciu o dane paleoekologiczne","UNIWERSYTET GDAŃSKI, WYDZIAŁ BIOLOGII (telefon: 058 523 64 41, fax: 058 523 64 03, e-mail: dziekanat@biologia.ug.gda.pl, www.biology.ug.gda.pl)","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 5","ST10   - Nauki o Ziemi: geografia fizyczna, geologia, geofizyka, meteorologia, oceanologia, klimatologia, ekologia, globalne zmiany środowiska, cykle biogeochemiczne, zarządzanie zasobami naturalnymi, m.in.:","Przyznana kwota: 243 440 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/ST10/04541","Wielonarzędziowa metoda przetwarzania danych geochemicznych pochodzących z niewielkiej ilości materii pozaziemskiej powstałej w wyniku procesu wielofazowego.","INSTYTUT NAUK GEOLOGICZNYCH PAN","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 11","ST10   - Nauki o Ziemi: geografia fizyczna, geologia, geofizyka, meteorologia, oceanologia, klimatologia, ekologia, globalne zmiany środowiska, cykle biogeochemiczne, zarządzanie zasobami naturalnymi, m.in.:","Przyznana kwota: 434 890 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/ST10/04683","Synryftowy alkaliczny magmatyzm w Zewnętrznych Karpatach Zachodnich: wiek, czas trwania i tempo dyferencjacji magmy.","Instytut Nauk Geologicznych, Polska Akademia Nauk, Ośrodek Badawczy w Krakowie","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 5","ST10   - Nauki o Ziemi: geografia fizyczna, geologia, geofizyka, meteorologia, oceanologia, klimatologia, ekologia, globalne zmiany środowiska, cykle biogeochemiczne, zarządzanie zasobami naturalnymi, m.in.:","Przyznana kwota: 256 250 PLN","Czas trwania projektu: 26 miesięcy"
"2011/01/B/ST1/06469","Zastosowanie stabilnych kategorii wiązek wektorowych do teorii reprezentacji algebr","Uniwersytet Szczeciński, Wydział Matematyczno-Fizyczny","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 1","ST1   - Nauki matematyczne: wszystkie dziedziny matematyki, teoretyczne oraz stosowane a także podstawy matematyczne informatyki, fizyka matematyczna i statystyka matematyczna, m.in.:","Przyznana kwota: 90 000 PLN","Czas trwania projektu: 30 miesięcy"
"2011/01/B/ST10/04713","Opracowanie mapy strukturalnej podłoża prowincji łupków gazonośnych centralnej Polski w oparciu o dane grawimetryczne i magnetyczne","INSTYTUT NAUK GEOLOGICZNYCH PAN","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 2","ST10   - Nauki o Ziemi: geografia fizyczna, geologia, geofizyka, meteorologia, oceanologia, klimatologia, ekologia, globalne zmiany środowiska, cykle biogeochemiczne, zarządzanie zasobami naturalnymi, m.in.:","Przyznana kwota: 404 860 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/ST8/07554","Kształtowanie właściwości tribologicznych i biologicznych stopu tytanu Ti6Al4V i kompozytu polimerowego na bazie polieteroeteroketonu nowoczesnymi metodami inżynierii powierzchni w aspekcie zastosowań w protezie stawu biodrowego.","Politechnika Warszawska, Wydział Inżynierii Materiałowej","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 19","ST8   - Inżynieria procesów i produkcji: projektowanie wyrobów, projektowanie i sterowanie procesami produkcji, konstrukcje i procesy budowlane, inżynieria materiałowa, systemy energetyczne, m.in.:","Przyznana kwota: 680 000 PLN","Czas trwania projektu: 36 miesięcy"
"2011/03/B/HS4/03871","Tendencje zmian w wykorzystaniu czasu pracy w państwach wysoko rozwiniętych","Instytut Zachodni im. Zygmunta Wojciechowskiego","Konkurs: OPUS 2  - ogłoszony 2011-09-15","Liczba wykonawców projektu: 1","HS4   - Jednostka, instytucje, rynki: ekonomia, finanse, zarządzanie, demografia, m.in.:","Przyznana kwota: 28 900 PLN","Czas trwania projektu: 24 miesięcy"
"2011/01/B/ST10/04905","Przydatność torfowisk dolinnych do rekonstrukcji zdarzeń paleohydrologicznych w świetle wybranych analiz paleoekologicznych","Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Nauk Geograficznych i Geologicznych","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 11","ST10   - Nauki o Ziemi: geografia fizyczna, geologia, geofizyka, meteorologia, oceanologia, klimatologia, ekologia, globalne zmiany środowiska, cykle biogeochemiczne, zarządzanie zasobami naturalnymi, m.in.:","Przyznana kwota: 285 010 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/ST10/06956","Kenozoiczna ewolucja otwornic bentosowych po obu stronach Cieśniny Drake""a","Instytut Paleobiologii im. Romana Kozłowskiego PAN","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 2","ST10   - Nauki o Ziemi: geografia fizyczna, geologia, geofizyka, meteorologia, oceanologia, klimatologia, ekologia, globalne zmiany środowiska, cykle biogeochemiczne, zarządzanie zasobami naturalnymi, m.in.:","Przyznana kwota: 240 550 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/ST7/06728","Ultrasonografia parametryczne - wykorzystanie metody apertury syntetycznej do obrazowania tłumienia w strukturach tkankowych","Instytut Podstawowych Problemów Techniki PAN","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 7","ST7   - Inżynieria systemów i komunikacji: elektronika, komunikacja, optoelektronika, m.in.:","Przyznana kwota: 210 600 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/ST4/06588","Uniwersalna standaryzacja widm NMR na podstawie bezpośrednich pomiarów i obliczeń kwantowo-chemicznych magnetycznego ekranowania w molekułach","Uniwersytet Warszawski, Wydział Chemii","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 10","ST4   - Chemia analityczna i fizyczna: chemia analityczna, metody teoretyczne w chemii, chemia fizyczna/fizyka chemiczna, m.in.:","Przyznana kwota: 400 000 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/ST10/05112","Bentonity jako chronohoryzonty w wizenie Sudetów","Uniwersytet Wrocławski, Wydział Nauk o Ziemi i Kształtowania Środowiska","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 8","ST10   - Nauki o Ziemi: geografia fizyczna, geologia, geofizyka, meteorologia, oceanologia, klimatologia, ekologia, globalne zmiany środowiska, cykle biogeochemiczne, zarządzanie zasobami naturalnymi, m.in.:","Przyznana kwota: 251 908 PLN","Czas trwania projektu: 30 miesięcy"
"2011/03/B/ST2/02622","Transformacja spektralna i energetyczna ultrakrótkich impulsów światła w kryształach laserowych.","INSTYTUT NISKICH TEMPERATUR I BADAŃ STRUKTURALNYCH PAN","Konkurs: OPUS 2  - ogłoszony 2011-09-15","Liczba wykonawców projektu: 8","ST2   - Podstawowe składniki materii: fizyka cząstek elementarnych, jądrowa, plazmy, atomowa, molekularna, gazów i optyczna, m.in.:","Przyznana kwota: 285 800 PLN","Czas trwania projektu: 24 miesięcy"
"2011/01/B/ST8/06679","Badania stabilności środowiskowej nanokompozytów biopolimerowych","Politechnika Łódzka, Wydział Inżynierii Procesowej i Ochrony Środowiska","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 7","ST8   - Inżynieria procesów i produkcji: projektowanie wyrobów, projektowanie i sterowanie procesami produkcji, konstrukcje i procesy budowlane, inżynieria materiałowa, systemy energetyczne, m.in.:","Przyznana kwota: 311 900 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/ST5/06424","Analiza fizyko-chemicznych i biologicznych właściwości nanoform węgla przeznaczonych dla zastosowań medycznych","AKADEMIA GÓRNICZO-HUTNICZA IM.STANISŁAWA STASZICA W KRAKOWIE, Wydział Inżynierii Materiałowej i Ceramiki","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 7","ST5   - Synteza i materiały: otrzymywanie materiałów, związki struktury z właściwościami, nowoczesne materiały o założonych właściwościach, architektura (makro)molekularna, chemia organiczna, chemia nieorganiczna, m.in.:","Przyznana kwota: 460 000 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/ST8/03961","Formowanie nowej generacji funkcjonalnych tlenków nieorganicznych, na bazie TiO2, o specyficznych właściwościach użytkowych","Politechnika Poznańska, Wydział Technologii Chemicznej","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 3","ST8   - Inżynieria procesów i produkcji: projektowanie wyrobów, projektowanie i sterowanie procesami produkcji, konstrukcje i procesy budowlane, inżynieria materiałowa, systemy energetyczne, m.in.:","Przyznana kwota: 329 700 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/ST5/06613","Synteza i badania właściwości kompleksotwórczych nowych związków makrocyklicznych z wbudowanym układem lipofilowym.","Uniwersytet Łódzki, Wydział Chemii","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 6","ST5   - Synteza i materiały: otrzymywanie materiałów, związki struktury z właściwościami, nowoczesne materiały o założonych właściwościach, architektura (makro)molekularna, chemia organiczna, chemia nieorganiczna, m.in.:","Przyznana kwota: 240 000 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/ST10/06497","Wiek i rozwój transgresji wczesnoatlantyckiej na obszarze Bałtyku południowo-zachodniego","Uniwersytet im. Adama Mickiewicza, Wydział Nauk Geograficznych i Geologicznych","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 3","ST10   - Nauki o Ziemi: geografia fizyczna, geologia, geofizyka, meteorologia, oceanologia, klimatologia, ekologia, globalne zmiany środowiska, cykle biogeochemiczne, zarządzanie zasobami naturalnymi, m.in.:","Przyznana kwota: 146 950 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/ST8/07402","Spiekanie silnoprądowymi impulsami - mechanizm i podstawy procesu","Politechnika Warszawska, Wydział Inżynierii Materiałowej","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 7","ST8   - Inżynieria procesów i produkcji: projektowanie wyrobów, projektowanie i sterowanie procesami produkcji, konstrukcje i procesy budowlane, inżynieria materiałowa, systemy energetyczne, m.in.:","Przyznana kwota: 448 840 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/ST10/06529","Wisła - główny dostawca zawiesiny do Morza Bałtyckiego. Transport i zachowanie materiału terygenicznego w Zatoce Gdańskiej","Instytut Oceanologii PAN","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 3","ST10   - Nauki o Ziemi: geografia fizyczna, geologia, geofizyka, meteorologia, oceanologia, klimatologia, ekologia, globalne zmiany środowiska, cykle biogeochemiczne, zarządzanie zasobami naturalnymi, m.in.:","Przyznana kwota: 294 800 PLN","Czas trwania projektu: 24 miesięcy"
"2011/01/B/ST5/03888","Bimetaliczne układy na bazie nanocząstek palladu jako katalizatory procesów ważnych dla ochrony środowiska","Instytut Chemii Fizycznej PAN","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 9","ST5   - Synteza i materiały: otrzymywanie materiałów, związki struktury z właściwościami, nowoczesne materiały o założonych właściwościach, architektura (makro)molekularna, chemia organiczna, chemia nieorganiczna, m.in.:","Przyznana kwota: 910 000 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/ST10/06569","Biologicznie dostępny fosfor jako potencjalne źródło zasilania wewnętrznego w jeziorach zmienionych antropogenicznie","Uniwersytet Warmińsko-Mazurski w Olsztynie, Wydział Ochrony Środowiska i Rybactwa","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 3","ST10   - Nauki o Ziemi: geografia fizyczna, geologia, geofizyka, meteorologia, oceanologia, klimatologia, ekologia, globalne zmiany środowiska, cykle biogeochemiczne, zarządzanie zasobami naturalnymi, m.in.:","Przyznana kwota: 252 800 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/ST8/07480","Otrzymywanie i charakterystyka luminoforów azotkowych wytwarzanych metodą redukcji tlenków","Politechnika Śląska, Wydział Inżynierii Materiałowej i Metalurgii","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 7","ST8   - Inżynieria procesów i produkcji: projektowanie wyrobów, projektowanie i sterowanie procesami produkcji, konstrukcje i procesy budowlane, inżynieria materiałowa, systemy energetyczne, m.in.:","Przyznana kwota: 526 200 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/ST10/06653","Położenie granicy litosfera-astenosfera (LAB) dla wybranych rejonów Europy Wschodniej: opracowanie metod wyznaczania i ich zastosowanie","Uniwersytet Warszawski, Wydział Fizyki","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 8","ST10   - Nauki o Ziemi: geografia fizyczna, geologia, geofizyka, meteorologia, oceanologia, klimatologia, ekologia, globalne zmiany środowiska, cykle biogeochemiczne, zarządzanie zasobami naturalnymi, m.in.:","Przyznana kwota: 286 670 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/ST10/06757","Wpływ źródeł emisji Cr(VI) na kształtowanie poziomu walencyjnych form jego występowania w aerozolach atmosferycznych na obszarach zurbanizowanych","Uniwersytet Technologiczno-Humanistyczny im. Kazimierza Pułaskiego w Radomiu, Wydział Materiałoznawstwa, Technologii i Wzornictwa","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 4","ST10   - Nauki o Ziemi: geografia fizyczna, geologia, geofizyka, meteorologia, oceanologia, klimatologia, ekologia, globalne zmiany środowiska, cykle biogeochemiczne, zarządzanie zasobami naturalnymi, m.in.:","Przyznana kwota: 240 000 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/ST5/03941","Nanocząstki złota i srebra funkcjonalizowane rodnikami nitroksylowymi i ich zastosowanie w otrzymywaniu nowych hybrydowych materiałów polimerowych","Uniwersytet Warszawski, Wydział Chemii","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 3","ST5   - Synteza i materiały: otrzymywanie materiałów, związki struktury z właściwościami, nowoczesne materiały o założonych właściwościach, architektura (makro)molekularna, chemia organiczna, chemia nieorganiczna, m.in.:","Przyznana kwota: 300 000 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/ST10/06866","Stochastyczny System Prognozowania Powodzi (na przykładzie odcinka Wisły od Zawichostu do Warszawy)","Instytut Geofizyki PAN","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 9","ST10   - Nauki o Ziemi: geografia fizyczna, geologia, geofizyka, meteorologia, oceanologia, klimatologia, ekologia, globalne zmiany środowiska, cykle biogeochemiczne, zarządzanie zasobami naturalnymi, m.in.:","Przyznana kwota: 384 800 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/ST10/06889","Fauna dużych ssaków ze środokowoeuropejskich stanowisk archeologicznych z okresu górnego pleniglacjału ostatniego zlodowacenia - badania tafonomiczne i zooarcheologiczne","Instytut Systematyki i Ewolucji Zwierząt PAN","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 3","ST10   - Nauki o Ziemi: geografia fizyczna, geologia, geofizyka, meteorologia, oceanologia, klimatologia, ekologia, globalne zmiany środowiska, cykle biogeochemiczne, zarządzanie zasobami naturalnymi, m.in.:","Przyznana kwota: 310 400 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/ST4/00733","Precyzyjne obliczenia kwantowo-chemiczne dla lekkich układów atomowych i molekularnych","Uniwersytet im. Adama Mickiewicza w Poznaniu, Wydział Chemii","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 3","ST4   - Chemia analityczna i fizyczna: chemia analityczna, metody teoretyczne w chemii, chemia fizyczna/fizyka chemiczna, m.in.:","Przyznana kwota: 169 900 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/ST10/06954","Badania przebiegu momentów prądowych wyładowań atmosferycznych w oparciu o analizę formy falowej impulsów ELF we wnęce Ziemia - Jonosfera w celu wyznaczenia ich parametrów oraz kalibracji odpowiedzi rezonansowej wnęki na globalną aktywność burzową","Uniwersytet Jagielloński, Wydział Fizyki, Astronomii i Informatyki Stosowanej","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 9","ST10   - Nauki o Ziemi: geografia fizyczna, geologia, geofizyka, meteorologia, oceanologia, klimatologia, ekologia, globalne zmiany środowiska, cykle biogeochemiczne, zarządzanie zasobami naturalnymi, m.in.:","Przyznana kwota: 409 464 PLN","Czas trwania projektu: 36 miesięcy"
"2012/05/B/HS2/03999","Nanocząsteczki wodorotlenku magnezu jako związki opóźniające degradacje papieru","Uniwersytet Przyrodniczy w Poznaniu, Wydział Technologii Drewna","Konkurs: OPUS 3  - ogłoszony 2012-03-15","Liczba wykonawców projektu: 3","HS2   - Kultura i twórczość kulturowa: literaturoznawstwo, bibliotekoznawstwo, językoznawstwo, kulturoznawstwo, nauki o sztuce, m.in.:","Przyznana kwota: 110 814 PLN","Czas trwania projektu: 20 miesięcy"
"2011/01/B/ST10/06959","Analiza zjawiska transportu i deponowania drobnego rumoszu roślinnego w obrębie koryta rzeki","Uniwersytet Przyrodniczy w Poznaniu, Wydział Melioracji i Inżynierii Środowiska","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 7","ST10   - Nauki o Ziemi: geografia fizyczna, geologia, geofizyka, meteorologia, oceanologia, klimatologia, ekologia, globalne zmiany środowiska, cykle biogeochemiczne, zarządzanie zasobami naturalnymi, m.in.:","Przyznana kwota: 221 000 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/ST3/02190","Białka przy powierzchniach ciał stałych i struktury białkowe w symulacjach i doświadczeniu","Instytut Fizyki PAN","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 8","ST3   - Fizyka fazy skondensowanej: struktura, własności elektronowe, płyny, nano-nauka, m.in.:","Przyznana kwota: 390 000 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/ST10/06966","Opracowanie filtrów Kalmana dla niestacjonarnych procesów w geodezji i nawigacji","Politechnika Warszawska, Wydział Mechaniczny Energetyki i Lotnictwa, Instytut Techniki Lotniczej i Mechaniki Stosowanej","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 5","ST10   - Nauki o Ziemi: geografia fizyczna, geologia, geofizyka, meteorologia, oceanologia, klimatologia, ekologia, globalne zmiany środowiska, cykle biogeochemiczne, zarządzanie zasobami naturalnymi, m.in.:","Przyznana kwota: 393 100 PLN","Czas trwania projektu: 30 miesięcy"
"2011/01/B/ST10/06972","Ocena wpływu zmian klimatu na stan zdrowia społeczeństwa w różnych regionach Polski oraz prognoza do roku 2100","INSTYTUT GEOGRAFII I PRZESTRZENNEGO ZAGOSPODAROWANIA PAN","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 3","ST10   - Nauki o Ziemi: geografia fizyczna, geologia, geofizyka, meteorologia, oceanologia, klimatologia, ekologia, globalne zmiany środowiska, cykle biogeochemiczne, zarządzanie zasobami naturalnymi, m.in.:","Przyznana kwota: 214 600 PLN","Czas trwania projektu: 36 miesięcy"
"2011/03/B/ST3/00091","Stany zlokalizowane w strukturach grafenowych. Rola oddziaływań elektronowych.","UNIWERSYTET MIKOŁAJA KOPERNIKA W TORUNIU, Wydział Fizyki, Astronomii i Informatyki Stosowanej","Konkurs: OPUS 2  - ogłoszony 2011-09-15","Liczba wykonawców projektu: 2","ST3   - Fizyka fazy skondensowanej: struktura, własności elektronowe, płyny, nano-nauka, m.in.:","Przyznana kwota: 164 380 PLN","Czas trwania projektu: 28 miesięcy"
"2011/01/B/ST10/06996","Mechanizmy transportu fluwialnego i dostawy rumowiska do koryt rzek arktycznych o różnym reżimie hydrologicznym (Spitsbergen SW)","Uniwersytet Marii Curie-Skłodowskiej, Wydział Nauk o Ziemi i Gospodarki Przestrzennej","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 6","ST10   - Nauki o Ziemi: geografia fizyczna, geologia, geofizyka, meteorologia, oceanologia, klimatologia, ekologia, globalne zmiany środowiska, cykle biogeochemiczne, zarządzanie zasobami naturalnymi, m.in.:","Przyznana kwota: 299 500 PLN","Czas trwania projektu: 30 miesięcy"
"2011/01/B/ST5/06659","Nowa klasa chiralnych cieczy jonowych z podstawnikiem mentolowym - synteza, charakterystyka oraz symulacje komputerowe aktywności powierzchniowej","Politechnika Wrocławska, Wydział Chemiczny","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 4","ST5   - Synteza i materiały: otrzymywanie materiałów, związki struktury z właściwościami, nowoczesne materiały o założonych właściwościach, architektura (makro)molekularna, chemia organiczna, chemia nieorganiczna, m.in.:","Przyznana kwota: 204 990 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/ST10/07046","Przebieg i geneza anomalii przewodnictwa elektrycznego w skorupie obszaru Polski oraz ich znaczenie dla lepszego zrozumienia wgłebnej budowy geologicznej.","Instytut Geofizyki Polskiej Akademii Nauk","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 7","ST10   - Nauki o Ziemi: geografia fizyczna, geologia, geofizyka, meteorologia, oceanologia, klimatologia, ekologia, globalne zmiany środowiska, cykle biogeochemiczne, zarządzanie zasobami naturalnymi, m.in.:","Przyznana kwota: 390 000 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/ST10/07096","Porównanie zapisu procesów geomorfologicznych i pozageomorfologicznych w anatomii drewna drzew rosnących w obszarach górskich","Uniwersytet Śląski w Katowicach, Wydział Nauk o Ziemi","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 13","ST10   - Nauki o Ziemi: geografia fizyczna, geologia, geofizyka, meteorologia, oceanologia, klimatologia, ekologia, globalne zmiany środowiska, cykle biogeochemiczne, zarządzanie zasobami naturalnymi, m.in.:","Przyznana kwota: 379 200 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/ST8/07434","Wieloskalowe modelowanie oddziaływań kontaktowych: sprzężenia elastohydrodynamiczne w skali mikro","Instytut Podstawowych Problemów Techniki PAN","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 8","ST8   - Inżynieria procesów i produkcji: projektowanie wyrobów, projektowanie i sterowanie procesami produkcji, konstrukcje i procesy budowlane, inżynieria materiałowa, systemy energetyczne, m.in.:","Przyznana kwota: 379 340 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/ST2/00438","Badanie uogólnień standardowego modelu oddziaływań fundamentalnych","Uniwersytet Warszawski, Wydział Fizyki","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 6","ST2   - Podstawowe składniki materii: fizyka cząstek elementarnych, jądrowa, plazmy, atomowa, molekularna, gazów i optyczna, m.in.:","Przyznana kwota: 357 195 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/ST10/07127","Opracowanie i weryfikacja nowej metodyki oznaczania koncentracji ołowiu Pb-210 w osadach, glebach i torfach za pomocą spektrometrii gamma na potrzeby badań środowiskowych","Akademia Górniczo-Hutnicza im. Stanisława Staszica w Krakowie, Wydział Fizyki i Informatyki Stosowanej","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 6","ST10   - Nauki o Ziemi: geografia fizyczna, geologia, geofizyka, meteorologia, oceanologia, klimatologia, ekologia, globalne zmiany środowiska, cykle biogeochemiczne, zarządzanie zasobami naturalnymi, m.in.:","Przyznana kwota: 132 990 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/ST5/03903","Skoniugowane związki magnetyczne","Politechnika Warszawska, Wydział Chemiczny","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 10","ST5   - Synteza i materiały: otrzymywanie materiałów, związki struktury z właściwościami, nowoczesne materiały o założonych właściwościach, architektura (makro)molekularna, chemia organiczna, chemia nieorganiczna, m.in.:","Przyznana kwota: 407 000 PLN","Czas trwania projektu: 36 miesięcy"
"2011/03/B/HS4/05695","Budowanie zaangażowania pracowników pokolenia Y poprzez motywowanie - perspektywa pracodawcy i pracownika","Uniwersytet Ekonomiczny we Wrocławiu, Wydział Zarządzania, Informatyki i Finansów","Konkurs: OPUS 2  - ogłoszony 2011-09-15","Liczba wykonawców projektu: 2","HS4   - Jednostka, instytucje, rynki: ekonomia, finanse, zarządzanie, demografia, m.in.:","Przyznana kwota: 165 500 PLN","Czas trwania projektu: 24 miesięcy"
"2011/01/B/ST10/07220","Poszukiwania i badania kopalnych osadów tsunami na polskim wybrzeżu Bałtyku","Państwowy Instytut Geologiczny - Państwowy Instytut Badawczy","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 6","ST10   - Nauki o Ziemi: geografia fizyczna, geologia, geofizyka, meteorologia, oceanologia, klimatologia, ekologia, globalne zmiany środowiska, cykle biogeochemiczne, zarządzanie zasobami naturalnymi, m.in.:","Przyznana kwota: 293 342 PLN","Czas trwania projektu: 22 miesięcy"
"2011/01/B/ST8/03855","Inżynieria otrzymywania ciągłych, wysokowydajnych, monolitycznych mikroreaktorów","INSTYTUT INŻYNIERII CHEMICZNEJ PAN","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 6","ST8   - Inżynieria procesów i produkcji: projektowanie wyrobów, projektowanie i sterowanie procesami produkcji, konstrukcje i procesy budowlane, inżynieria materiałowa, systemy energetyczne, m.in.:","Przyznana kwota: 695 800 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/ST10/07295","Funkcjonowanie dolin walnych w górach wysokich w klimacie suchym (na przykładzie doliny Dades, Atlas Wysoki)","Uniwersytet Warszawski, Wydział Geografii i Studiów Regionalnych","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 3","ST10   - Nauki o Ziemi: geografia fizyczna, geologia, geofizyka, meteorologia, oceanologia, klimatologia, ekologia, globalne zmiany środowiska, cykle biogeochemiczne, zarządzanie zasobami naturalnymi, m.in.:","Przyznana kwota: 156 780 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/ST10/07305","Wieloaspektowa analiza sejsmiczności indukowanej pracami górniczymi przy zastosowaniu modelowania i inwersji pełnego sejsmicznego pola falowego","Instytut Geofizyki PAN","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 7","ST10   - Nauki o Ziemi: geografia fizyczna, geologia, geofizyka, meteorologia, oceanologia, klimatologia, ekologia, globalne zmiany środowiska, cykle biogeochemiczne, zarządzanie zasobami naturalnymi, m.in.:","Przyznana kwota: 637 000 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/ST3/04553","Krytyczność Kwantowa w Ferromagnetycznych Gęstych Sieciach Kondo i Nadprzewodnikach Ciężkofermionowych","Instytut Niskich Temperatur i Badań Strukturalnych im. Włodzimierza Trzebiatowskiego PAN","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 6","ST3   - Fizyka fazy skondensowanej: struktura, własności elektronowe, płyny, nano-nauka, m.in.:","Przyznana kwota: 362 150 PLN","Czas trwania projektu: 36 miesięcy"
